Year,Type,Count
2011-01-14,OVA,1
2011-01-14,Special,1
2011-01-14,TV,2
2011-01-15,TV,1
2011-01-16,Music,1
2011-01-21,Movie,1
2011-01-21,Music,1
2011-01-21,ONA,2
2011-01-21,OVA,1
2011-01-22,Movie,2
2011-01-22,ONA,1
2011-01-22,OVA,1
2011-01-26,Special,1
2011-01-27,Movie,1
2011-01-27,OVA,2
2011-01-27,Special,1
2011-01-28,Music,1
2011-01-28,OVA,2
2011-01-28,Special,3
2011-01-29,Movie,1
2011-02-01,Music,3
2011-02-01,ONA,1
2011-02-01,OVA,1
2011-02-01,Special,1
2011-02-02,OVA,1
2011-02-02,Special,2
2011-02-03,Movie,1
2011-02-03,OVA,1
2011-02-03,Special,1
2011-02-06,TV,1
2011-02-09,Movie,1
2011-02-11,OVA,1
2011-02-14,ONA,1
2011-02-18,OVA,2
2011-02-18,Special,1
2011-02-20,Special,1
2011-02-21,Music,1
2011-02-22,ONA,1
2011-02-23,Music,1
2011-02-23,OVA,5
2011-02-23,Special,2
2011-02-25,ONA,1
2011-02-25,OVA,4
2011-02-25,Special,1
2011-02-26,Movie,1
2011-02-27,Music,1
2011-02-28,TV,3
2011-03-01,ONA,4
2011-03-01,TV,2
2011-03-02,ONA,1
2011-03-02,TV,2
2011-03-03,OVA,1
2011-03-04,ONA,1
2011-03-04,TV,1
2011-03-05,Movie,5
2011-03-05,Special,1
2011-03-05,TV,1
2011-03-06,Music,1
2011-03-06,Special,1
2011-03-07,ONA,1
2011-03-07,TV,1
2011-03-11,OVA,3
2011-03-12,Movie,1
2011-03-12,ONA,1
2011-03-12,OVA,1
2011-03-15,Special,1
2011-03-16,OVA,1
2011-03-16,Special,1
2011-03-17,Movie,1
2011-03-17,ONA,1
2011-03-18,OVA,2
2011-03-19,Movie,4
2011-03-20,Music,1
2011-03-21,OVA,1
2011-03-21,Special,1
2011-03-22,OVA,1
2011-03-24,Movie,1
2011-03-25,OVA,1
2011-03-25,Special,2
2011-03-26,Movie,3
2011-03-26,OVA,1
2011-03-26,Special,1
2011-03-26,TV,3
2011-03-28,TV,2
2011-03-29,OVA,2
2011-03-30,OVA,1
2011-03-30,Special,1
2011-03-31,ONA,1
2011-04-01,Music,1
2011-04-01,ONA,3
2011-04-01,TV,3
2011-04-02,TV,3
2011-04-03,TV,8
2011-04-04,TV,5
2011-04-05,TV,2
2011-04-06,ONA,1
2011-04-06,Special,1
2011-04-06,TV,4
2011-04-07,Music,1
2011-04-07,TV,4
2011-04-08,TV,6
2011-04-09,TV,3
2011-04-10,Music,1
2011-04-10,TV,1
2011-04-11,TV,3
2011-04-12,TV,2
2011-04-13,OVA,1
2011-04-13,TV,6
2011-04-14,TV,1
2011-04-15,ONA,1
2011-04-15,OVA,4
2011-04-15,TV,5
2011-04-16,Movie,2
2011-04-16,OVA,1
2011-04-17,TV,2
2011-04-18,OVA,3
2011-04-18,TV,1
2011-04-20,Music,1
2011-04-20,Special,1
2011-04-22,ONA,2
2011-04-22,OVA,1
2011-04-23,TV,2
2011-04-25,TV,2
2011-04-26,OVA,1
2011-04-28,Music,1
2011-04-28,OVA,1
2011-04-28,Special,1
2011-04-29,Movie,3
2011-04-29,OVA,1
2011-04-29,Special,1
2011-05-01,ONA,1
2011-05-01,TV,2
2011-05-03,Special,2
2011-05-04,ONA,1
2011-05-04,TV,1
2011-05-05,Music,1
2011-05-07,Movie,1
2011-05-11,Special,1
2011-05-13,OVA,1
2011-05-14,Movie,1
2011-05-15,Music,2
2011-05-15,ONA,1
2011-05-16,Movie,1
2011-05-16,ONA,1
2011-05-17,Music,1
2011-05-17,Special,1
2011-05-18,TV,1
2011-05-20,ONA,1
2011-05-22,Music,1
2011-05-22,ONA,1
2011-05-23,ONA,1
2011-05-23,OVA,1
2011-05-25,Special,3
2011-05-26,Movie,1
2011-05-27,Music,1
2011-05-27,OVA,6
2011-05-27,Special,1
2011-05-28,Movie,1
2011-05-30,OVA,1
2011-06-01,Music,2
2011-06-01,Special,1
2011-06-01,TV,4
2011-06-03,OVA,1
2011-06-04,Movie,3
2011-06-05,ONA,1
2011-06-06,Movie,1
2011-06-06,TV,1
2011-06-08,ONA,1
2011-06-10,ONA,1
2011-06-10,OVA,1
2011-06-10,TV,2
2011-06-11,OVA,1
2011-06-13,Movie,1
2011-06-15,OVA,1
2011-06-15,Special,1
2011-06-16,Movie,1
2011-06-17,Special,1
2011-06-18,Movie,1
2011-06-18,Special,1
2011-06-19,Special,1
2011-06-20,TV,1
2011-06-22,Special,2
2011-06-24,ONA,1
2011-06-24,OVA,6
2011-06-24,Special,1
2011-06-25,Movie,1
2011-06-29,Music,1
2011-06-29,Special,1
2011-06-29,TV,3
2011-06-30,Music,1
2011-06-30,ONA,1
2011-07-01,Music,1
2011-07-01,TV,7
2011-07-02,Movie,4
2011-07-02,ONA,1
2011-07-02,TV,2
2011-07-03,TV,3
2011-07-04,ONA,2
2011-07-04,TV,1
2011-07-05,OVA,1
2011-07-05,TV,3
2011-07-06,Music,1
2011-07-06,Special,2
2011-07-06,TV,4
2011-07-08,Movie,1
2011-07-08,ONA,1
2011-07-08,OVA,1
2011-07-08,TV,7
2011-07-09,ONA,1
2011-07-09,TV,2
2011-07-10,Music,1
2011-07-10,ONA,1
2011-07-10,TV,1
2011-07-11,Movie,1
2011-07-11,TV,1
2011-07-13,Special,1
2011-07-15,OVA,1
2011-07-15,Special,1
2011-07-16,Movie,5
2011-07-16,TV,2
2011-07-18,Special,1
2011-07-18,TV,1
2011-07-20,Music,2
2011-07-20,OVA,1
2011-07-20,TV,1
2011-07-21,OVA,1
2011-07-22,ONA,1
2011-07-22,Special,3
2011-07-26,Movie,1
2011-07-27,Music,1
2011-07-27,ONA,1
2011-07-27,Special,1
2011-07-28,Movie,2
2011-07-29,Music,1
2011-07-29,OVA,2
2011-07-29,Special,1
2011-07-30,Movie,3
2011-07-30,ONA,1
2011-08-01,Special,2
2011-08-01,TV,2
2011-08-02,Music,3
2011-08-02,Special,1
2011-08-05,OVA,2
2011-08-07,ONA,1
2011-08-10,Music,1
2011-08-10,ONA,1
2011-08-11,Movie,1
2011-08-12,ONA,1
2011-08-13,Movie,1
2011-08-13,Music,1
2011-08-14,OVA,1
2011-08-15,TV,1
2011-08-16,Special,1
2011-08-17,Music,1
2011-08-17,ONA,1
2011-08-17,Special,1
2011-08-18,Movie,1
2011-08-19,Movie,1
2011-08-19,OVA,1
2011-08-19,Special,2
2011-08-20,Special,1
2011-08-23,Music,1
2011-08-24,Music,2
2011-08-24,ONA,1
2011-08-24,Special,1
2011-08-25,Special,1
2011-08-26,Music,1
2011-08-26,OVA,5
2011-08-26,Special,1
2011-08-26,TV,1
2011-08-27,Movie,2
2011-08-29,TV,1
2011-09-01,Special,1
2011-09-01,TV,2
2011-09-03,Movie,2
2011-09-03,Music,1
2011-09-05,Music,1
2011-09-07,ONA,1
2011-09-07,OVA,1
2011-09-10,Movie,1
2011-09-14,Music,2
2011-09-15,ONA,2
2011-09-16,OVA,2
2011-09-17,Movie,1
2011-09-18,ONA,1
2011-09-18,TV,1
2011-09-21,Music,1
2011-09-21,Special,5
2011-09-22,OVA,1
2011-09-23,OVA,1
2011-09-23,Special,1
2011-09-24,Movie,1
2011-09-25,Special,1
2011-09-26,OVA,1
2011-09-27,TV,1
2011-09-29,Movie,1
2011-09-29,ONA,1
2011-09-29,Special,1
2011-09-30,Movie,1
2011-09-30,OVA,1
2011-09-30,Special,1
2011-10-01,Movie,1
2011-10-01,Music,1
2011-10-01,ONA,1
2011-10-01,Special,1
2011-10-01,TV,3
2011-10-02,TV,8
2011-10-03,Music,1
2011-10-03,ONA,1
2011-10-03,TV,1
2011-10-04,Special,1
2011-10-04,TV,3
2011-10-05,Music,1
2011-10-05,ONA,2
2011-10-05,TV,4
2011-10-06,Music,1
2011-10-07,Special,1
2011-10-07,TV,2
2011-10-08,OVA,1
2011-10-08,TV,2
2011-10-09,ONA,1
2011-10-09,TV,3
2011-10-10,OVA,2
2011-10-10,TV,1
2011-10-11,Music,1
2011-10-13,TV,1
2011-10-14,TV,2
2011-10-15,Music,1
2011-10-15,TV,2
2011-10-16,TV,1
2011-10-18,Music,1
2011-10-18,ONA,1
2011-10-18,TV,1
2011-10-19,Music,2
2011-10-19,Special,1
2011-10-20,ONA,1
2011-10-21,OVA,3
2011-10-22,Movie,1
2011-10-23,Music,1
2011-10-24,Movie,1
2011-10-26,Music,1
2011-10-26,Special,3
2011-10-26,TV,1
2011-10-28,OVA,4
2011-10-28,Special,2
2011-10-29,Movie,3
2011-10-29,OVA,1
2011-10-29,Special,1
2011-10-30,Special,1
2011-10-30,TV,1
2011-10-31,TV,1
2011-11-01,TV,2
2011-11-02,Music,1
2011-11-03,Movie,1
2011-11-04,Movie,1
2011-11-05,Movie,1
2011-11-05,Music,1
2011-11-07,Special,1
2011-11-10,Music,1
2011-11-11,TV,1
2011-11-12,OVA,1
2011-11-14,Music,1
2011-11-15,Music,1
2011-11-15,Special,1
2011-11-16,Special,1
2011-11-18,OVA,2
2011-11-19,Movie,2
2011-11-21,ONA,1
2011-11-23,OVA,1
2011-11-23,Special,1
2011-11-24,Special,1
2011-11-25,OVA,4
2011-11-26,Movie,1
2011-11-26,OVA,1
2011-11-28,TV,2
2011-11-30,ONA,1
2011-11-30,TV,1
2011-12-01,Movie,1
2011-12-01,Music,2
2011-12-01,ONA,1
2011-12-01,TV,3
2011-12-02,Special,2
2011-12-03,Movie,1
2011-12-05,OVA,1
2011-12-07,Music,1
2011-12-07,OVA,1
2011-12-07,Special,2
2011-12-08,OVA,1
2011-12-08,Special,1
2011-12-09,ONA,1
2011-12-09,OVA,1
2011-12-11,ONA,1
2011-12-11,OVA,1
2011-12-12,Music,1
2011-12-13,OVA,1
2011-12-14,Music,1
2011-12-14,ONA,1
2011-12-14,Special,1
2011-12-16,OVA,5
2011-12-16,Special,1
2011-12-17,Movie,1
2011-12-17,ONA,1
2011-12-17,OVA,1
2011-12-17,Special,4
2011-12-21,Music,1
2011-12-21,ONA,1
2011-12-21,Special,5
2011-12-22,ONA,1
2011-12-22,OVA,2
2011-12-23,Movie,2
2011-12-24,ONA,1
2011-12-26,ONA,1
2011-12-26,Special,1
2011-12-26,TV,1
2011-12-29,OVA,2
2011-12-30,OVA,1
2011-12-31,OVA,1
2012-01-01,Movie,23
2012-01-01,Music,5
2012-01-01,ONA,5
2012-01-01,OVA,8
2012-01-01,Special,10
2012-01-01,TV,27
2012-01-02,TV,1
2012-01-03,Special,2
2012-01-03,TV,1
2012-01-05,TV,2
2012-01-06,TV,5
2012-01-07,Movie,2
2012-01-07,TV,2
2012-01-08,TV,5
2012-01-09,Music,1
2012-01-09,TV,3
2012-01-10,ONA,1
2012-01-10,TV,4
2012-01-11,Music,2
2012-01-11,TV,1
2012-01-12,Movie,1
2012-01-12,Music,2
2012-01-13,ONA,1
2012-01-13,TV,2
2012-01-16,Music,1
2012-01-17,ONA,1
2012-01-18,Music,2
2012-01-18,OVA,1
2012-01-18,TV,1
2012-01-21,Movie,1
2012-01-21,TV,1
2012-01-22,OVA,1
2012-01-22,TV,2
2012-01-24,TV,1
2012-01-25,Special,2
2012-01-26,Movie,1
2012-01-26,OVA,1
2012-01-27,ONA,1
2012-01-27,OVA,1
2012-01-27,Special,4
2012-01-29,TV,1
2012-01-30,TV,2
2012-01-31,ONA,1
2012-01-31,Special,2
2012-02-01,Music,2
2012-02-01,ONA,1
2012-02-01,TV,3
2012-02-02,Music,1
2012-02-02,ONA,2
2012-02-03,Music,1
2012-02-03,OVA,2
2012-02-03,TV,1
2012-02-04,Movie,1
2012-02-05,TV,1
2012-02-07,Music,1
2012-02-08,Special,1
2012-02-09,Music,2
2012-02-09,ONA,1
2012-02-10,Movie,1
2012-02-10,Music,1
2012-02-10,ONA,1
2012-02-11,Movie,1
2012-02-12,ONA,1
2012-02-14,Movie,1
2012-02-15,Music,1
2012-02-15,OVA,2
2012-02-17,OVA,2
2012-02-20,Music,1
2012-02-21,ONA,1
2012-02-22,ONA,3
2012-02-22,OVA,1
2012-02-22,Special,3
2012-02-23,Music,1
2012-02-24,Music,1
2012-02-24,ONA,1
2012-02-24,OVA,1
2012-02-24,Special,3
2012-02-26,Special,1
2012-02-29,Music,1
2012-02-29,OVA,1
2012-02-29,TV,1
2012-03-01,ONA,1
2012-03-01,OVA,1
2012-03-01,Special,1
2012-03-01,TV,2
2012-03-03,Movie,1
2012-03-04,Movie,1
2012-03-05,Special,1
2012-03-07,Music,1
2012-03-07,Special,1
2012-03-09,Music,1
2012-03-09,ONA,1
2012-03-10,Movie,1
2012-03-10,TV,1
2012-03-11,ONA,1
2012-03-12,Music,1
2012-03-12,ONA,1
2012-03-12,Special,1
2012-03-13,ONA,2
2012-03-13,TV,1
2012-03-14,OVA,1
2012-03-14,Special,1
2012-03-15,Music,1
2012-03-16,OVA,3
2012-03-16,Special,1
2012-03-17,Movie,3
2012-03-17,TV,1
2012-03-18,OVA,2
2012-03-18,Special,1
2012-03-19,Movie,1
2012-03-19,ONA,1
2012-03-19,Special,1
2012-03-20,Special,2
2012-03-21,ONA,1
2012-03-21,OVA,3
2012-03-21,Special,1
2012-03-22,OVA,1
2012-03-23,ONA,2
2012-03-23,OVA,2
2012-03-23,Special,2
2012-03-24,Movie,1
2012-03-25,Special,1
2012-03-26,ONA,1
2012-03-26,TV,1
2012-03-28,ONA,2
2012-03-28,Special,3
2012-03-29,Music,1
2012-03-29,ONA,1
2012-04-01,Music,1
2012-04-01,Special,3
2012-04-01,TV,8
2012-04-02,TV,5
2012-04-03,Special,1
2012-04-03,TV,7
2012-04-04,Movie,1
2012-04-04,Music,1
2012-04-04,OVA,1
2012-04-04,Special,1
2012-04-04,TV,4
2012-04-05,Music,1
2012-04-05,TV,4
2012-04-06,Movie,1
2012-04-06,ONA,1
2012-04-06,Special,1
2012-04-06,TV,5
2012-04-07,ONA,1
2012-04-07,TV,7
2012-04-08,ONA,1
2012-04-08,TV,6
2012-04-09,TV,2
2012-04-10,TV,1
2012-04-11,TV,1
2012-04-13,Special,1
2012-04-13,TV,4
2012-04-14,Movie,2
2012-04-14,Music,1
2012-04-14,OVA,1
2012-04-16,Music,1
2012-04-17,OVA,1
2012-04-18,OVA,1
2012-04-18,TV,1
2012-04-20,Movie,1
2012-04-20,ONA,1
2012-04-20,OVA,2
2012-04-20,Special,3
2012-04-21,Movie,1
2012-04-21,Special,1
2012-04-22,Music,1
2012-04-23,TV,2
2012-04-25,Music,3
2012-04-25,Special,1
2012-04-26,Special,1
2012-04-27,OVA,2
2012-04-28,Movie,1
2012-04-28,ONA,1
2012-04-29,TV,1
2012-04-30,Special,1
2012-05-01,TV,2
2012-05-04,TV,1
2012-05-05,ONA,1
2012-05-07,Music,1
2012-05-11,Movie,1
2012-05-12,Movie,1
2012-05-13,TV,1
2012-05-15,Music,1
2012-05-15,ONA,1
2012-05-16,Music,1
2012-05-16,ONA,1
2012-05-19,Movie,1
2012-05-21,Special,1
2012-05-23,ONA,1
2012-05-24,Music,1
2012-05-24,OVA,1
2012-05-25,ONA,1
2012-05-25,OVA,8
2012-05-25,TV,1
2012-05-26,OVA,1
2012-05-26,Special,1
2012-05-27,Music,2
2012-05-27,ONA,1
2012-05-30,Music,1
2012-05-30,OVA,1
2012-06-01,Movie,3
2012-06-01,Special,1
2012-06-01,TV,1
2012-06-02,Movie,1
2012-06-02,Special,1
2012-06-03,Music,1
2012-06-03,Special,2
2012-06-04,Movie,2
2012-06-04,Music,1
2012-06-04,TV,1
2012-06-07,Music,1
2012-06-08,ONA,1
2012-06-08,OVA,1
2012-06-09,Movie,1
2012-06-14,Music,1
2012-06-15,ONA,1
2012-06-15,OVA,1
2012-06-16,Movie,1
2012-06-16,Music,1
2012-06-16,Special,1
2012-06-17,Music,1
2012-06-19,ONA,1
2012-06-21,ONA,2
2012-06-21,TV,1
2012-06-22,OVA,1
2012-06-22,Special,1
2012-06-23,Movie,2
2012-06-23,OVA,2
2012-06-24,Music,1
2012-06-27,Special,3
2012-06-28,Movie,2
2012-06-28,ONA,1
2012-06-28,Special,2
2012-06-29,OVA,2
2012-06-30,TV,1
2012-07-01,Movie,1
2012-07-01,OVA,1
2012-07-01,Special,3
2012-07-01,TV,4
2012-07-02,TV,3
2012-07-03,OVA,1
2012-07-03,TV,4
2012-07-05,Movie,1
2012-07-05,ONA,1
2012-07-05,TV,1
2012-07-06,OVA,1
2012-07-06,TV,8
2012-07-07,Movie,3
2012-07-07,ONA,1
2012-07-07,Special,1
2012-07-07,TV,3
2012-07-08,OVA,1
2012-07-08,TV,4
2012-07-09,ONA,1
2012-07-09,TV,2
2012-07-10,Movie,1
2012-07-10,Music,1
2012-07-10,ONA,1
2012-07-10,TV,1
2012-07-11,ONA,1
2012-07-11,Special,1
2012-07-14,Movie,3
2012-07-14,ONA,1
2012-07-15,Music,1
2012-07-16,Movie,1
2012-07-17,OVA,1
2012-07-18,TV,1
2012-07-19,ONA,1
2012-07-20,Music,1
2012-07-20,OVA,2
2012-07-21,Movie,3
2012-07-25,Movie,1
2012-07-25,Music,1
2012-07-25,Special,1
2012-07-26,OVA,1
2012-07-27,OVA,5
2012-07-27,Special,3
2012-07-28,Movie,1
2012-07-30,OVA,1
2012-07-30,TV,1
2012-07-31,ONA,1
2012-07-31,TV,1
2012-08-01,Music,3
2012-08-02,OVA,1
2012-08-03,ONA,1
2012-08-03,OVA,1
2012-08-04,OVA,1
2012-08-04,TV,1
2012-08-05,OVA,1
2012-08-08,Movie,1
2012-08-08,Music,1
2012-08-08,OVA,1
2012-08-09,OVA,1
2012-08-10,Movie,1
2012-08-10,ONA,1
2012-08-10,OVA,1
2012-08-11,Movie,2
2012-08-11,ONA,1
2012-08-12,OVA,1
2012-08-15,Music,2
2012-08-17,Movie,1
2012-08-17,OVA,2
2012-08-17,TV,1
2012-08-18,Movie,1
2012-08-18,Special,1
2012-08-19,OVA,1
2012-08-20,Special,1
2012-08-22,Special,1
2012-08-23,OVA,1
2012-08-23,TV,1
2012-08-24,Special,2
2012-08-25,Movie,1
2012-08-25,Special,2
2012-08-26,Movie,1
2012-08-27,Music,1
2012-08-27,Special,1
2012-08-29,Music,1
2012-08-29,OVA,1
2012-08-30,Movie,1
2012-08-30,ONA,1
2012-08-30,OVA,2
2012-08-31,ONA,1
2012-08-31,OVA,2
2012-09-01,TV,3
2012-09-03,OVA,1
2012-09-04,OVA,1
2012-09-05,Music,1
2012-09-05,ONA,1
2012-09-06,OVA,1
2012-09-09,ONA,1
2012-09-09,TV,1
2012-09-10,ONA,1
2012-09-10,TV,1
2012-09-12,ONA,1
2012-09-13,OVA,1
2012-09-14,ONA,2
2012-09-14,Special,1
2012-09-15,Movie,1
2012-09-17,Special,1
2012-09-19,Special,1
2012-09-20,Music,1
2012-09-20,OVA,1
2012-09-21,Music,2
2012-09-21,ONA,2
2012-09-21,OVA,1
2012-09-21,Special,1
2012-09-22,Movie,1
2012-09-26,Music,1
2012-09-26,ONA,1
2012-09-26,OVA,3
2012-09-26,Special,6
2012-09-27,ONA,1
2012-09-27,TV,1
2012-09-28,OVA,2
2012-09-29,Movie,2
2012-09-29,Special,1
2012-09-29,TV,1
2012-09-30,Movie,1
2012-09-30,ONA,2
2012-09-30,TV,2
2012-10-01,Special,1
2012-10-01,TV,2
2012-10-02,Special,2
2012-10-02,TV,4
2012-10-03,Special,2
2012-10-03,TV,2
2012-10-04,TV,4
2012-10-05,ONA,1
2012-10-05,OVA,2
2012-10-05,TV,6
2012-10-06,Movie,2
2012-10-06,TV,5
2012-10-07,TV,7
2012-10-08,TV,2
2012-10-09,ONA,1
2012-10-09,TV,2
2012-10-10,TV,1
2012-10-11,TV,2
2012-10-12,Music,2
2012-10-12,TV,2
2012-10-13,Movie,1
2012-10-13,ONA,1
2012-10-13,OVA,1
2012-10-15,ONA,2
2012-10-16,Music,1
2012-10-18,Music,1
2012-10-18,OVA,2
2012-10-18,Special,1
2012-10-19,Movie,1
2012-10-19,OVA,3
2012-10-20,Movie,2
2012-10-20,OVA,2
2012-10-20,Special,1
2012-10-23,Special,1
2012-10-24,Special,1
2012-10-25,Music,1
2012-10-25,OVA,2
2012-10-26,Music,2
2012-10-26,ONA,1
2012-10-26,OVA,3
2012-10-27,Movie,2
2012-10-27,OVA,1
2012-10-28,ONA,2
2012-10-30,Special,1
2012-10-31,Music,1
2012-11-01,Movie,2
2012-11-01,ONA,1
2012-11-01,Special,1
2012-11-01,TV,3
2012-11-02,Music,2
2012-11-02,Special,1
2012-11-04,Movie,1
2012-11-04,TV,1
2012-11-07,Music,1
2012-11-07,ONA,1
2012-11-07,Special,1
2012-11-09,ONA,1
2012-11-09,OVA,1
2012-11-10,ONA,2
2012-11-10,TV,1
2012-11-12,TV,1
2012-11-13,Special,2
2012-11-16,ONA,1
2012-11-16,OVA,1
2012-11-16,TV,1
2012-11-17,Movie,1
2012-11-17,ONA,1
2012-11-19,Special,2
2012-11-21,OVA,1
2012-11-21,Special,2
2012-11-22,ONA,1
2012-11-22,Special,1
2012-11-23,OVA,2
2012-11-28,Music,1
2012-11-28,OVA,1
2012-11-28,Special,1
2012-11-28,TV,1
2012-11-29,Movie,1
2012-11-29,Music,2
2012-11-30,Music,1
2012-11-30,ONA,1
2012-11-30,OVA,1
2012-11-30,Special,2
2012-12-01,Movie,1
2012-12-01,Music,1
2012-12-01,ONA,1
2012-12-01,TV,1
2012-12-02,Music,1
2012-12-02,OVA,1
2012-12-02,Special,1
2012-12-03,Music,2
2012-12-03,ONA,1
2012-12-03,OVA,1
2012-12-04,OVA,1
2012-12-05,TV,1
2012-12-06,TV,1
2012-12-07,ONA,2
2012-12-08,Special,1
2012-12-08,TV,2
2012-12-10,Music,1
2012-12-12,Special,2
2012-12-13,Music,1
2012-12-13,ONA,1
2012-12-14,OVA,1
2012-12-15,Movie,1
2012-12-15,Music,1
2012-12-15,Special,1
2012-12-17,OVA,2
2012-12-19,OVA,1
2012-12-19,Special,2
2012-12-20,ONA,1
2012-12-20,OVA,1
2012-12-21,OVA,4
2012-12-21,Special,4
2012-12-22,Movie,1
2012-12-22,Music,1
2012-12-22,TV,1
2012-12-23,Special,1
2012-12-25,ONA,1
2012-12-25,TV,1
2012-12-26,Music,1
2012-12-26,Special,2
2012-12-27,ONA,1
2012-12-28,Movie,1
2012-12-28,ONA,1
2012-12-28,Special,1
2012-12-29,ONA,1
2012-12-31,Special,1
2012-12-31,TV,1
2013-01-01,Movie,19
2013-01-01,Music,2
2013-01-01,ONA,11
2013-01-01,OVA,3
2013-01-01,Special,6
2013-01-01,TV,25
2013-01-02,Special,1
2013-01-03,TV,3
2013-01-04,TV,1
2013-01-05,TV,4
2013-01-06,Music,1
2013-01-06,TV,7
2013-01-07,TV,1
2013-01-08,TV,3
2013-01-09,ONA,1
2013-01-09,TV,1
2013-01-10,OVA,1
2013-01-10,TV,3
2013-01-11,TV,4
2013-01-12,Movie,1
2013-01-12,TV,3
2013-01-13,TV,2
2013-01-14,Movie,1
2013-01-16,TV,1
2013-01-17,TV,2
2013-01-18,OVA,1
2013-01-19,Movie,1
2013-01-22,ONA,1
2013-01-22,TV,1
2013-01-23,Movie,1
2013-01-24,Movie,1
2013-01-25,Music,1
2013-01-25,ONA,2
2013-01-25,OVA,1
2013-01-26,OVA,2
2013-01-27,ONA,1
2013-01-29,Special,1
2013-02-01,Movie,1
2013-02-01,Music,3
2013-02-01,TV,3
2013-02-02,OVA,1
2013-02-03,TV,1
2013-02-04,OVA,1
2013-02-05,Music,1
2013-02-06,TV,1
2013-02-07,ONA,1
2013-02-08,OVA,1
2013-02-08,Special,1
2013-02-09,Movie,1
2013-02-10,Movie,1
2013-02-13,OVA,1
2013-02-15,OVA,1
2013-02-15,Special,1
2013-02-15,TV,1
2013-02-20,OVA,1
2013-02-20,Special,1
2013-02-22,ONA,1
2013-02-22,OVA,5
2013-02-22,Special,2
2013-02-23,Movie,2
2013-02-27,Special,1
2013-02-28,Music,1
2013-02-28,OVA,2
2013-02-28,TV,1
2013-03-01,OVA,1
2013-03-01,TV,3
2013-03-02,Movie,4
2013-03-02,OVA,1
2013-03-03,Music,1
2013-03-06,Music,2
2013-03-06,ONA,1
2013-03-06,Special,1
2013-03-07,ONA,2
2013-03-07,Special,1
2013-03-09,Movie,2
2013-03-09,Special,1
2013-03-11,ONA,1
2013-03-12,Movie,1
2013-03-12,ONA,1
2013-03-15,Movie,1
2013-03-15,OVA,1
2013-03-16,Movie,1
2013-03-16,TV,1
2013-03-17,Special,1
2013-03-18,ONA,1
2013-03-18,TV,1
2013-03-20,Music,4
2013-03-20,Special,3
2013-03-21,OVA,1
2013-03-22,Music,1
2013-03-22,OVA,2
2013-03-22,Special,2
2013-03-27,Music,1
2013-03-27,OVA,3
2013-03-27,Special,3
2013-03-28,ONA,2
2013-03-28,OVA,1
2013-03-29,Music,1
2013-03-29,OVA,4
2013-03-29,Special,1
2013-03-30,Movie,1
2013-03-30,Special,1
2013-03-31,Special,1
2013-04-01,Music,2
2013-04-01,ONA,1
2013-04-01,Special,3
2013-04-01,TV,3
2013-04-02,Movie,1
2013-04-02,Music,1
2013-04-02,TV,1
2013-04-03,TV,4
2013-04-04,TV,6
2013-04-05,OVA,1
2013-04-05,TV,6
2013-04-06,TV,13
2013-04-07,TV,9
2013-04-08,TV,3
2013-04-09,TV,3
2013-04-10,ONA,1
2013-04-10,TV,2
2013-04-11,ONA,1
2013-04-12,Movie,2
2013-04-12,Music,1
2013-04-12,TV,2
2013-04-13,Movie,1
2013-04-13,TV,1
2013-04-14,Music,1
2013-04-14,ONA,1
2013-04-15,Movie,1
2013-04-16,OVA,1
2013-04-17,Music,1
2013-04-18,Music,1
2013-04-19,OVA,1
2013-04-19,Special,1
2013-04-19,TV,1
2013-04-20,Movie,3
2013-04-23,Music,2
2013-04-24,ONA,1
2013-04-24,OVA,1
2013-04-24,Special,2
2013-04-25,ONA,2
2013-04-25,TV,1
2013-04-26,ONA,1
2013-04-26,OVA,3
2013-04-26,TV,1
2013-04-27,Movie,1
2013-04-27,TV,1
2013-04-28,Movie,1
2013-04-28,Special,1
2013-04-28,TV,1
2013-04-29,ONA,1
2013-04-30,Special,1
2013-05-01,Special,1
2013-05-01,TV,4
2013-05-03,Special,1
2013-05-07,ONA,1
2013-05-08,TV,1
2013-05-09,TV,1
2013-05-10,Movie,1
2013-05-10,Music,1
2013-05-10,TV,1
2013-05-12,ONA,1
2013-05-12,Special,1
2013-05-13,ONA,1
2013-05-15,Music,1
2013-05-17,Music,1
2013-05-17,OVA,1
2013-05-18,Movie,1
2013-05-19,Music,2
2013-05-20,Music,1
2013-05-20,ONA,1
2013-05-21,ONA,1
2013-05-22,Music,1
2013-05-22,OVA,1
2013-05-24,Special,2
2013-05-26,Movie,1
2013-05-27,ONA,1
2013-05-28,Special,1
2013-05-29,Music,1
2013-05-29,ONA,2
2013-05-29,Special,1
2013-05-31,Movie,3
2013-05-31,OVA,2
2013-06-01,Movie,1
2013-06-01,ONA,1
2013-06-01,TV,2
2013-06-03,Special,1
2013-06-04,Special,1
2013-06-06,ONA,1
2013-06-08,Movie,1
2013-06-08,ONA,1
2013-06-08,Special,1
2013-06-08,TV,1
2013-06-10,Music,1
2013-06-12,ONA,1
2013-06-14,TV,1
2013-06-17,ONA,1
2013-06-18,ONA,1
2013-06-18,OVA,1
2013-06-18,Special,1
2013-06-19,Movie,1
2013-06-19,OVA,1
2013-06-19,Special,2
2013-06-20,OVA,2
2013-06-21,Music,1
2013-06-21,OVA,1
2013-06-21,Special,3
2013-06-22,Movie,3
2013-06-25,OVA,2
2013-06-25,Special,1
2013-06-26,OVA,1
2013-06-26,Special,4
2013-06-28,Movie,1
